SoffiXsponR570.01Ag001600	AP2-EREBP	TFF
SoffiXsponR570.01Ag002000	Sigma70-like	TFF
SoffiXsponR570.01Ag005800	WRKY	TFF
SoffiXsponR570.01Ag006800	HSF	TFF
SoffiXsponR570.01Ag009000	CCAAT	TFF
SoffiXsponR570.01Ag016300	FAR1	TFF
SoffiXsponR570.01Ag019400	mTERF	OTR
SoffiXsponR570.01Ag019600	C2H2	TFF
SoffiXsponR570.01Ag019900	mTERF	OTR
SoffiXsponR570.01Ag020000	C2H2	TFF
SoffiXsponR570.01Ag024300	C2C2-GATA	TFF
SoffiXsponR570.01Ag026900	SBP	TFF
SoffiXsponR570.01Ag028300	GRAS	TFF
SoffiXsponR570.01Ag029400	C3H	TFF
SoffiXsponR570.01Ag032600	mTERF	OTR
SoffiXsponR570.01Ag032800	mTERF	OTR
SoffiXsponR570.01Ag032900	mTERF	OTR
SoffiXsponR570.01Ag033000	mTERF	OTR
SoffiXsponR570.01Ag033200	mTERF	OTR
SoffiXsponR570.01Ag033600	GRAS	TFF
SoffiXsponR570.01Ag034100	mTERF	OTR
SoffiXsponR570.01Ag034200	mTERF	OTR
SoffiXsponR570.01Ag034300	mTERF	OTR
SoffiXsponR570.01Ag034700	C2C2-Dof	TFF
SoffiXsponR570.01Ag035700	C2H2	TFF
SoffiXsponR570.01Ag035800	C2H2	TFF
SoffiXsponR570.01Ag036000	C2H2	TFF
SoffiXsponR570.01Ag037300	AP2-EREBP	TFF
SoffiXsponR570.01Ag037500	Alfin-like	TFF
SoffiXsponR570.01Ag040300	TFIIS	TFF
SoffiXsponR570.01Ag040400	AP2-EREBP	TFF
SoffiXsponR570.01Ag040800	NAC	TFF
SoffiXsponR570.01Ag042300	bHLH	TFF
SoffiXsponR570.01Ag044600	bZIP	TFF
SoffiXsponR570.01Ag051500	bHLH	TFF
SoffiXsponR570.01Ag051600	DDT	OTR
SoffiXsponR570.01Ag053400	FHA	TFF
SoffiXsponR570.01Ag055500	WRKY	TFF
SoffiXsponR570.01Ag055900	MYB	TFF
SoffiXsponR570.01Ag056000	AUX/IAA	OTR
SoffiXsponR570.01Ag057600	bHLH	TFF
SoffiXsponR570.01Ag058100	bZIP	TFF
SoffiXsponR570.01Ag058700	HSF	TFF
SoffiXsponR570.01Ag060400	GNAT	OTR
SoffiXsponR570.01Ag060600	GNAT	OTR
SoffiXsponR570.01Ag060700	GNAT	OTR
SoffiXsponR570.01Ag061100	GNAT	OTR
SoffiXsponR570.01Ag062900	TRAF	OTR
SoffiXsponR570.01Ag064000	C2C2-GATA	TFF
SoffiXsponR570.01Ag067600	TCP	TFF
SoffiXsponR570.01Ag067900	mTERF	OTR
SoffiXsponR570.01Ag068600	Rcd1-like	OTR
SoffiXsponR570.01Ag070100	bHLH	TFF
SoffiXsponR570.01Ag070900	GeBP	TFF
SoffiXsponR570.01Ag072400	FAR1	TFF
SoffiXsponR570.01Ag072900	NAC	TFF
SoffiXsponR570.01Ag077200	HB	TFF
SoffiXsponR570.01Ag077300	MYB	TFF
SoffiXsponR570.01Ag077700	AP2-EREBP	TFF
SoffiXsponR570.01Ag077900	bZIP	TFF
SoffiXsponR570.01Ag078500	TRAF	OTR
SoffiXsponR570.01Ag079800	MYB-related	TFF
SoffiXsponR570.01Ag080800	C2C2-Dof	TFF
SoffiXsponR570.01Ag081200	MYB-related	TFF
SoffiXsponR570.01Ag081300	SWI/SNF-BAF60b	OTR
SoffiXsponR570.01Ag081500	C2H2	TFF
SoffiXsponR570.01Ag081600	GNAT	OTR
SoffiXsponR570.01Ag083800	SWI/SNF-BAF60b	OTR
SoffiXsponR570.01Ag085500	WRKY	TFF
SoffiXsponR570.01Ag086600	WRKY	TFF
SoffiXsponR570.01Ag090000	MADS	TFF
SoffiXsponR570.01Ag090100	MADS	TFF
SoffiXsponR570.01Ag090800	PAS	TFF
SoffiXsponR570.01Ag091800	MYB-related	TFF
SoffiXsponR570.01Ag094700	PHD	OTR
SoffiXsponR570.01Ag097200	HSF	TFF
SoffiXsponR570.01Ag098700	AUX/IAA	OTR
SoffiXsponR570.01Ag099800	WRKY	TFF
SoffiXsponR570.01Ag099900	bHLH	TFF
SoffiXsponR570.01Ag104500	C2C2-GATA	TFF
SoffiXsponR570.01Ag106100	HB	TFF
SoffiXsponR570.01Ag107600	FHA	TFF
SoffiXsponR570.01Ag108400	BSD	TFF
SoffiXsponR570.01Ag108800	GRF	TFF
SoffiXsponR570.01Ag109400	bHLH	TFF
SoffiXsponR570.01Ag110500	HB	TFF
SoffiXsponR570.01Ag110700	HB	TFF
SoffiXsponR570.01Ag112200	Top	TFF
SoffiXsponR570.01Ag112400	bHLH	TFF
SoffiXsponR570.01Ag114200	GRAS	TFF
SoffiXsponR570.01Ag114600	MYB-related	TFF
SoffiXsponR570.01Ag114800	CCAAT	TFF
SoffiXsponR570.01Ag115600	MYB	TFF
SoffiXsponR570.01Ag116100	PAS	TFF
SoffiXsponR570.01Ag116400	MYB-related	TFF
SoffiXsponR570.01Ag117200	zf-HD	TFF
SoffiXsponR570.01Ag118700	PHD	OTR
SoffiXsponR570.01Ag122800	C2C2-CO-like	TFF
SoffiXsponR570.01Ag124700	GeBP	TFF
SoffiXsponR570.01Ag125800	GRAS	TFF
SoffiXsponR570.01Ag126200	TCP	TFF
SoffiXsponR570.01Ag126700	SET	OTR
SoffiXsponR570.01Ag130900	GNAT	OTR
SoffiXsponR570.01Ag131900	C3H	TFF
SoffiXsponR570.01Ag132900	CCAAT	TFF
SoffiXsponR570.01Ag136800	C3H	TFF
SoffiXsponR570.01Ag139900	C2C2-GATA	TFF
SoffiXsponR570.01Ag141600	HB	TFF
SoffiXsponR570.01Ag141700	HB	TFF
SoffiXsponR570.01Ag141900	C2C2-GATA	TFF
SoffiXsponR570.01Ag143300	bZIP	TFF
SoffiXsponR570.01Ag143800	GRF	TFF
SoffiXsponR570.01Ag144700	HB	TFF
SoffiXsponR570.01Ag145200	bHLH	TFF
SoffiXsponR570.01Ag145400	bHLH	TFF
SoffiXsponR570.01Ag145500	bHLH	TFF
SoffiXsponR570.01Ag147800	MYB-related	TFF
SoffiXsponR570.01Ag147900	MYB-related	TFF
SoffiXsponR570.01Ag154200	WRKY	TFF
SoffiXsponR570.01Ag154300	TFIID	TFF
SoffiXsponR570.01Ag155200	FAR1	TFF
SoffiXsponR570.01Ag156500	NOT2_3_5	OTR
SoffiXsponR570.01Ag159800	C2C2-YABBY	TFF
SoffiXsponR570.01Ag161400	CCAAT	TFF
SoffiXsponR570.01Ag163900	MYB-related	TFF
SoffiXsponR570.01Ag166300	zf-LSD1	TFF
SoffiXsponR570.01Ag166500	MYB	TFF
SoffiXsponR570.01Ag166600	bHLH	TFF
SoffiXsponR570.01Ag168300	CPP	TFF
SoffiXsponR570.01Ag170100	AUX/IAA	OTR
SoffiXsponR570.01Ag170200	AUX/IAA	OTR
SoffiXsponR570.01Ag170800	WRKY	TFF
SoffiXsponR570.01Ag172000	LIM	TFF
SoffiXsponR570.01Ag173100	NAC	TFF
SoffiXsponR570.01Ag173500	MYB-related	TFF
SoffiXsponR570.01Ag173700	ABI3VP1	TFF
SoffiXsponR570.01Ag173900	ABI3VP1	TFF
SoffiXsponR570.01Ag174000	ABI3VP1	TFF
SoffiXsponR570.01Ag174200	ABI3VP1	TFF
SoffiXsponR570.01Ag174300	ABI3VP1	TFF
SoffiXsponR570.01Ag174600	ABI3VP1	TFF
SoffiXsponR570.01Ag174700	ABI3VP1	TFF
SoffiXsponR570.01Ag174800	ABI3VP1	TFF
SoffiXsponR570.01Ag174900	ABI3VP1	TFF
SoffiXsponR570.01Ag175000	C2C2-Dof	TFF
SoffiXsponR570.01Ag175400	bHLH	TFF
SoffiXsponR570.01Ag175800	ABI3VP1	TFF
SoffiXsponR570.01Ag175900	ABI3VP1	TFF
SoffiXsponR570.01Ag177400	C2H2	TFF
SoffiXsponR570.01Ag178200	AP2-EREBP	TFF
SoffiXsponR570.01Ag180200	C2H2	TFF
SoffiXsponR570.01Ag182100	GRAS	TFF
SoffiXsponR570.01Ag182400	Jumonji	OTR
SoffiXsponR570.01Ag183300	FAR1	TFF
SoffiXsponR570.01Ag184200	FHA	TFF
SoffiXsponR570.01Ag184600	mTERF	OTR
